rank,node,score
1,x51,0.808018219758
2,x21,0.502060317841
3,x9,0.421394749335
4,x8,0.391477973035
5,x7,0.378668326441
6,x6,0.243160378847
7,x46,0.238801181481
8,x2,0.237046480378
9,x42,0.235652426023
10,x24,0.22025831313
