rank,node,score
1,x4,0.557494521645
2,x45,0.548231687522
3,x50,0.498943598535
4,x16,0.457583703421
5,x19,0.448619129088
6,x20,0.412004531913
7,x18,0.411892827467
8,x48,0.402106082872
9,x13,0.380955111444
10,x38,0.379043979242
