rank,node,score
1,Stream 4,0.553104718136
2,Stream 10,0.4776125801
3,Stripper Steam,0.466035696674
4,Stripper,0.425995069922
5,Separator,0.410719596162
6,Stream 14,0.399016145686
7,Stream 8,0.317594979588
8,Stream 7,0.313573136232
9,Stream 9,0.305009150237
10,Compressor,0.302734622737
