rank,node,score
1,Stream 12,0.640982732895
2,Reactor,0.569288035658
3,Stream 6,0.371100498712
4,Stream 2,0.262354979908
5,Stream 3,0.256163058168
6,Stream 8,0.253944490522
7,Stream 5,0.253431375121
8,Compressor,0.241523984977
9,Stream 1,0.230952713132
10,Separator,0.153426801705
