rank,node,score
1,Stream 1,0.423404181282
2,Stream 4,0.195692597897
3,Stripper Steam,0.193403044781
4,Stream 10,0.188923738554
5,Stream 14,0.163422887747
6,Stripper,0.162232240106
7,Separator,0.160181562104
8,Compressor,0.129610968555
9,Stream 8,0.127158093551
10,Stream 7,0.123418918836
