rank,node,score
1,x51,0.475723885567
2,x9,0.0400049865807
3,x21,0.0337664362431
4,x2,0.022916602958
5,x11,0.0229155975254
6,x22,0.0227420862059
7,x42,0.0218706147064
8,x29,0.0175347872568
9,x14,0.0172289846529
10,x28,0.0154524603848
11,x4,0.0153384565934
12,x3,0.0151077871049
13,x30,0.0146762009268
14,x24,0.0140325507103
15,x34,0.0135038035536
16,x25,0.0129852998637
17,x8,0.0129503304863
18,x35,0.0126198624201
19,x6,0.0125250389215
20,x45,0.012295055471
21,x39,0.0115062894856
22,x5,0.0111005359602
23,x38,0.0103253346153
24,x43,0.0102333392248
25,x26,0.0102064747371
26,x32,0.0096293570982
27,x31,0.00924120311369
28,x37,0.00898888412784
29,x36,0.00891114465756
30,x27,0.00873461041503
31,x41,0.00846507095376
32,x23,0.00838221654828
33,x40,0.00810085554276
34,x33,0.0070376525433
35,x12,0.0034087457454
36,x48,0.00340854671473
37,x10,0.00320006681589
38,x19,0.00293526790485
39,x47,0.00292508924615
40,x46,0.00290013849108
41,x44,0.00283714589633
42,x1,0.00282082505221
43,x20,0.00266945276413
44,x50,0.00259515518902
45,x16,0.0025568344835
46,x15,0.00178103478702
47,x49,0.0017808654827
48,x18,0.00165020131959
49,x17,0.00154644785584
50,x7,0.00136617516722
51,x52,0.00135356296897
52,x13,0.00121064695881
