rank,node,score
1,x11,0.680741148893
2,x38,0.542000113559
3,x35,0.523911208351
4,x4,0.463779183948
5,x36,0.446777700697
6,x33,0.443951281997
7,x37,0.435667874252
8,x45,0.432369404648
9,x34,0.427269551661
10,x32,0.426244503724
