rank,node,score
1,Stream 1,0.689830544768
2,Stream 4,0.245764229387
3,Compressor,0.232522205469
4,Stripper Steam,0.229095555495
5,Stripper,0.215211945029
6,Stream 7,0.193307196437
7,Stream 8,0.189187733799
8,Stream 14,0.181219728008
9,Stream 5,0.170214226596
10,Separator,0.167290283193
