rank,node,score
1,Stream 4,0.706070931394
2,Stripper Steam,0.525454690658
3,Stripper,0.50593442651
4,Stream 7,0.437894532359
5,Compressor,0.43598634541
6,Stream 8,0.415994144581
7,Stream 5,0.414083375017
8,Stream 3,0.408100480187
9,Stream 10,0.400162232915
10,Stream 14,0.397641586491
