rank,node,score
1,Stream 1,0.663240451224
2,A,0.276792600123
3,Compressor,0.26282579416
4,Stripper,0.239028155384
5,Stream 7,0.210223845849
6,Stream 8,0.203631623578
7,Separator,0.181652402141
8,C,0.175939302854
9,Stream 10,0.171467076743
10,Stream 9,0.158992903884
