rank,node,score
1,x11,0.131648677102
2,x4,0.0721918497006
3,x38,0.0630894108626
4,x22,0.0569288088498
5,x35,0.0493631540375
6,x45,0.04081740696
7,x9,0.0324974442952
8,x36,0.0306695451322
9,x8,0.0272129256625
10,x18,0.0254844099888
11,x16,0.0251044255125
12,x21,0.0212002964973
13,x37,0.02119937001
14,x6,0.0204829062839
15,x39,0.0196118942523
16,x33,0.0174822161449
17,x3,0.0174272412048
18,x14,0.0172969915887
19,x51,0.0158539760035
20,x32,0.0154227535096
21,x26,0.0140757731535
22,x27,0.0131049367751
23,x20,0.0128213681389
24,x19,0.01261978458
25,x25,0.0126171126567
26,x31,0.012481439152
27,x41,0.0122599093884
28,x30,0.012063185251
29,x34,0.0116449374581
30,x40,0.0113346312697
31,x29,0.0113293423149
32,x43,0.0108391338562
33,x2,0.0107002582643
34,x44,0.010250236308
35,x24,0.00998487369091
36,x1,0.00990699743431
37,x7,0.00988048281709
38,x28,0.009853543745
39,x13,0.00953833419291
40,x5,0.00884016876686
41,x46,0.00829511256083
42,x50,0.00777820476826
43,x23,0.00733400638001
44,x42,0.00693049147226
45,x10,0.00586901193704
46,x47,0.00460542707648
47,x52,0.00341942855843
48,x17,0.00277551571564
49,x12,0.00158196444274
50,x48,0.0015817886383
51,x15,0.00134845408377
52,x49,0.00134844155336
