rank,node,score
1,x1,0.838055404087
2,x44,0.621445273253
3,x20,0.282165871256
4,x16,0.267993724295
5,x19,0.258390440746
6,x50,0.246140573109
7,x29,0.193099990152
8,x31,0.192763948273
9,x46,0.189923098726
10,x18,0.189733420055
