rank,node,score
1,x46::low,0.913825760797
2,x20::low,0.828302261639
3,x13::low,0.728747643853
4,x19::low,0.496605994637
5,x18::low,0.49645936877
6,x50::low,0.490239475945
7,x29::low,0.463160330572
8,x41::low,0.39960612884
9,x38::high,0.362399238467
10,x39::high,0.345008053508
11,x4::low,0.315931126944
12,x20::fall,0.312377854644
13,x25::high,0.273502176522
14,x8::high,0.273092422311
15,x40::high,0.271116357492
16,x22::low,0.25587443656
17,x13::fall,0.235104075368
18,x7::low,0.231771791821
19,x50::rise,0.226744279939
20,x18::rise,0.197401798759
21,x46::fall,0.195087155587
22,x16::low,0.190953370408
23,x44::high,0.171756127701
24,x1::high,0.171179041517
25,x27::high,0.167867961057
