rank,node,score
1,x19::low,0.639675998901
2,x50::low,0.578964497716
3,x38::low,0.475386075696
4,x18::fall,0.455476363678
5,x20::high,0.426605751944
6,x50::fall,0.378085010322
7,x46::high,0.367523494831
8,x28::high,0.338030384556
9,x31::low,0.33605737426
10,x34::high,0.319894330201
11,x33::low,0.268070087982
12,x13::high,0.255243900724
13,x7::high,0.246559367563
14,x25::low,0.223906040348
15,x29::high,0.222628503916
16,x44::low,0.21859638415
17,x19::fall,0.217306863408
18,x27::low,0.205734205158
19,x1::low,0.202524521166
20,x36::low,0.179255109012
21,x5::low,0.176364616232
22,x18::low,0.163319393689
23,x16::high,0.142399381561
24,x52::low,0.13945819133
25,x42::high,0.134066273389
