rank,node,score
1,x45,0.351174225696
2,x4,0.313648650858
3,x25,0.263412451769
4,x24,0.24545218489
5,x47,0.242208515699
6,x23,0.23951834861
7,x32,0.234953610757
8,x10,0.233723460852
9,x11,0.232067008328
10,x30,0.223967354237
