rank,node,score
1,x50,0.369563973795
2,Stripper Steam,0.364812657008
3,x19,0.35521231722
4,Stripper,0.334266364658
5,Stream 4,0.304667973635
6,x4,0.304591177071
7,x48,0.30419796084
8,x45,0.30263464621
9,x9,0.301164301123
10,Separator,0.300533338309
11,x49,0.292753530297
12,Reactor,0.29133851073
13,Condenser,0.284613463852
14,Stream 13,0.28241080187
15,x16,0.282159839293
16,x52,0.281858784888
17,Steam,0.278373368091
18,Stream 2,0.273020690496
19,Stream 14,0.272873236576
20,x2,0.272560789227
21,x42,0.271159033502
22,x7,0.27037170012
23,x46,0.267520054674
24,x12,0.267083517147
25,D,0.266916123925
