rank,node,score
1,x10::high,0.99999999726
2,x47::high,0.99999999018
3,x30::high,0.999922472246
4,x24::high,0.99870811669
5,x16::high,0.997218050306
6,x34::low,0.994573428281
7,x7::high,0.993149648447
8,x13::high,0.991112734757
9,x28::low,0.989980508703
10,x4::high,0.94712752756
11,x22::high,0.932936955638
12,x3::high,0.91661698457
13,x43::high,0.893254655382
14,x20::high,0.874052223948
15,x38::low,0.810974480852
16,x27::low,0.806994880509
17,x33::low,0.73852570421
18,x46::high,0.696469601841
19,x31::low,0.674762794059
20,x45::high,0.67246504262
21,x6::high,0.656987422629
22,x35::low,0.631712707569
23,x50::fall,0.567677107151
24,x11::low,0.501787768695
25,x18::low,0.487922826493
