rank,node,score
1,Stripper Steam,0.390517668257
2,Compressor,0.388787201994
3,Stripper,0.385373201568
4,Separator,0.370795283546
5,Stream 13,0.337602340339
6,Stream 5,0.337451346845
7,Stream 4,0.337307763649
8,Condenser,0.337252464681
9,Stream 2,0.33715060086
10,Stream 10,0.335353483206
