rank,node,score
1,Stream 4,0.305460808043
2,Stream 2,0.280293375532
3,Stripper,0.280195825951
4,Condenser,0.280186967061
5,Stripper Steam,0.275785811478
6,Separator,0.267506930699
7,Stream 13,0.25822658408
8,Stream 14,0.252286126716
9,Stream 5,0.250155914609
10,Stream 7,0.234866961209
