rank,node,score
1,Stream 13,0.388734613282
2,x52,0.386586735131
3,Condenser,0.35332296401
4,Stream 4,0.348181417735
5,Stream 14,0.348083885269
6,x9,0.347944950425
7,Separator,0.347773374459
8,x46,0.346727807232
9,x22,0.3459222886
10,x45,0.34367409436
11,Stripper,0.342416764628
12,Reactor,0.340451959327
13,x4,0.339916181917
14,x48,0.337386861043
15,Stream 2,0.335647437987
16,x2,0.33354077526
17,x42,0.332726901276
18,x50,0.324536918671
19,x39,0.32405692916
20,x49,0.323457196065
21,Stripper Steam,0.323173514261
22,Stream 7,0.317279566803
23,B,0.31639888171
24,A,0.311835227968
25,D,0.311455401074
