rank,node,score
1,Condenser,0.340813266915
2,Separator,0.340791294966
3,x11,0.340021403904
4,Stream 13,0.290829676768
5,Stream 8,0.290459872623
6,x48,0.290079538238
7,Stream 14,0.289594668565
8,Stripper,0.287624108944
9,Stream 2,0.287349645966
10,x46,0.286595056159
11,x38,0.285706810719
12,x52,0.284831951
13,Reactor,0.28002380778
14,Stream 4,0.278421516778
15,x19,0.27612479897
16,Stream 3,0.275603345637
17,Stream 6,0.271683718532
18,Stream 7,0.271007863485
19,D,0.27061804887
20,Stream 11,0.269599847627
21,x22,0.265832247739
22,x5,0.265776931368
23,x23,0.26509388685
24,G,0.262583680712
25,x42,0.261368928922
