rank,node,score
1,Stream 12,0.554620937935
2,Reactor,0.432816239635
3,Condenser,0.222192963722
4,Separator,0.214912751805
5,Stream 2,0.213534988028
6,Stream 13,0.21194623801
7,Stripper,0.209609845618
8,Stream 4,0.208409538633
9,Stream 14,0.189310839987
10,Stream 11,0.181674594511
