rank,node,score
1,x50::high,0.823417985607
2,x18::high,0.601485502891
3,x19::high,0.571390382482
4,x7::low,0.561385792679
5,x13::low,0.560149574667
6,x16::low,0.530115288883
7,x35::high,0.478855295851
8,x46::low,0.446426236734
9,x11::high,0.444945233376
10,x31::low,0.416046150803
11,x33::high,0.381138352593
12,x32::high,0.327571074233
13,x34::high,0.322379178621
14,x20::low,0.319512392461
15,x28::high,0.313786851778
16,x24::high,0.310682544502
17,x43::low,0.309974544779
18,x36::high,0.273575383922
19,x25::low,0.273309945943
20,x37::high,0.261063679299
21,x30::high,0.254955860801
22,x12::low,0.254179526875
23,x48::low,0.25417478243
24,x50::rise,0.244655628742
25,x14::high,0.228225555847
