rank,node,score
1,Stream 12,0.653014500394
2,Reactor,0.493556909889
3,x51,0.493123219179
4,x21,0.442509533209
5,x9,0.350622878671
6,Cooling Water,0.316441886832
7,x8,0.237560548271
8,x7,0.22776418248
9,x2,0.177617960483
10,x42,0.171524331718
11,Condenser,0.151315737475
12,Stream 13,0.138794550712
13,x50,0.132284223287
14,x52,0.131886198391
15,x22,0.131266044444
16,Separator,0.130256701782
17,Stream 2,0.129730102032
18,x16,0.1282801649
19,x11,0.12335863864
20,Stripper,0.123206027245
21,x19,0.121397340259
22,x29,0.121313647291
23,x49,0.121133336665
24,Stripper Steam,0.119291577668
25,D,0.117635541819
