rank,node,score
1,Stream 13,0.430533429675
2,x52,0.426664071384
3,x22,0.389537752379
4,Condenser,0.387958723736
5,x48,0.337793274936
6,x11,0.337784121259
7,Separator,0.337672444728
8,x12,0.332683932714
9,x9,0.324342309362
10,Cooling Water,0.323466680111
11,Reactor,0.322001454411
12,Stream 14,0.316430338249
13,x50,0.310219657586
14,Stripper Steam,0.305797661426
15,Stripper,0.30043153262
16,x49,0.294859204849
17,x7,0.286892847755
18,x4,0.286579607831
19,x45,0.285541022958
20,x13,0.279388427414
21,Stream 4,0.279179751897
22,x16,0.276711351352
23,x21,0.271861550681
24,x19,0.26967715864
25,Stream 7,0.268277272654
