rank,node,score
1,Stream 12,0.653014500394
2,Reactor,0.493556909889
3,Condenser,0.151315737475
4,Stream 13,0.138794550712
5,Separator,0.130256701782
6,Stream 2,0.129730102032
7,Stripper,0.123206027245
8,Stripper Steam,0.119291577668
9,Stream 4,0.11471611136
10,Stream 14,0.0986330987911
