rank,node,score
1,Stream 12,0.604200601744
2,Reactor,0.398137414877
3,Separator,0.163957120164
4,Condenser,0.154531525661
5,Stream 4,0.149356808852
6,Stream 13,0.148010420285
7,Stream 14,0.139526532425
8,Stream 2,0.134314773737
9,Stream 5,0.13186404867
10,Stripper,0.127419525424
