rank,node,score
1,Stream 13,0.388734613282
2,Condenser,0.35332296401
3,Stream 4,0.348181417735
4,Stream 14,0.348083885269
5,Separator,0.347773374459
6,Stripper,0.342416764628
7,Reactor,0.340451959327
8,Stream 2,0.335647437987
9,Stripper Steam,0.323173514261
10,Stream 7,0.317279566803
