rank,node,score
1,x41::low,0.459112809732
2,x19::low,0.435193727015
3,x50::low,0.430745691809
4,x18::low,0.412940409741
5,x38::high,0.393319040603
6,x20::low,0.362010437673
7,x29::low,0.350947973368
8,x46::low,0.33184063245
9,x34::high,0.316567019002
10,x40::high,0.29811577458
11,x33::high,0.2575529748
12,x10::low,0.255329313241
13,x50::rise,0.238837948885
14,x11::high,0.201234465376
15,x8::high,0.199344906842
16,x36::low,0.196921637797
17,x13::low,0.188122301238
18,x39::low,0.186946513657
19,x18::rise,0.184073286416
20,x47::low,0.177225497169
21,x7::low,0.176862768467
22,x28::high,0.144840715442
23,x23::low,0.140503296208
24,x37::high,0.136704847118
25,x3::low,0.13316736367
