rank,node,score
1,x45,0.351174225696
2,Stream 4,0.314294679472
3,x4,0.313648650858
4,x25,0.263412451769
5,x24,0.24545218489
6,Stream 3,0.244136821862
7,D,0.242699192759
8,C,0.242349606443
9,Separator,0.24229083276
10,x47,0.242208515699
11,F,0.241238769181
12,x23,0.23951834861
13,Condenser,0.237981650756
14,x32,0.234953610757
15,G,0.233883483856
16,x10,0.233723460852
17,Stream 8,0.233097135507
18,Stream 2,0.232952109359
19,x11,0.232067008328
20,B,0.230634871629
21,H,0.229153463789
22,A,0.228515904996
23,Stream 14,0.225724388573
24,x30,0.223967354237
25,Stream 7,0.223571076417
