rank,node,score
1,x1,0.82453621189
2,x44,0.658011990688
3,x20,0.237699732737
4,x16,0.230355822289
5,x19,0.219882175081
6,x50,0.216558430953
7,x18,0.189578598278
8,x15,0.181040727142
9,x46,0.154652679501
10,x13,0.134924594819
