rank,node,score
1,Stream 12,0.716611477475
2,Reactor,0.673652356129
3,Stream 6,0.309203184328
4,Stream 2,0.151507522741
5,Stream 8,0.145825808276
6,Stream 3,0.143984247284
7,Stream 5,0.139187995876
8,Stream 1,0.138902180392
9,Compressor,0.134943506922
10,Separator,0.122484531429
