rank,node,score
1,x11,0.658065337188
2,x48,0.51488703653
3,x13,0.508926283289
4,x12,0.497403709794
5,x4,0.455831953518
6,x38,0.452324042613
7,x14,0.449415935808
8,x45,0.434651956558
9,x35,0.418483091754
10,x33,0.407974477548
