rank,node,score
1,Stream 4,0.625629278331
2,Stripper Steam,0.50234803521
3,Stream 10,0.481030531396
4,Stripper,0.450421944085
5,Separator,0.389230178463
6,Stream 14,0.388997694933
7,Stream 7,0.357810117918
8,Stream 8,0.356362228933
9,Stream 9,0.328944351626
10,Stream 6,0.325496596906
