id,label,name,name_en,kind,kind_zh,description,source,source_url,count,weight,trapped_people,rescue_minutes,color,size
raw_cause:好了，轿门皮带脱槽螺丝松了,raw_cause:好了，轿门皮带脱槽螺丝松了,好了，轿门皮带脱槽螺丝松了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了，轿门脱轨,raw_cause:好了，轿门脱轨,好了，轿门脱轨,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了，轿门锁故障,raw_cause:好了，轿门锁故障,好了，轿门锁故障,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了，门机故障死机了，已处理好现已恢复正常,raw_cause:好了，门机故障死机了，已处理好现已恢复正常,好了，门机故障死机了，已处理好现已恢复正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了，防护铁丝断了导致厅门锁拉斜了，已处理恢复正常,raw_cause:好了，防护铁丝断了导致厅门锁拉斜了，已处理恢复正常,好了，防护铁丝断了导致厅门锁拉斜了，已处理恢复正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了，骄门锁开关接触不良。已调整。17g003006,raw_cause:好了，骄门锁开关接触不良。已调整。17g003006,好了，骄门锁开关接触不良。已调整。17g003006,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了：21F挡门太久保护了,raw_cause:好了：21F挡门太久保护了,好了：21F挡门太久保护了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好了：5F挡门太久保护了,raw_cause:好了：5F挡门太久保护了,好了：5F挡门太久保护了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:好啦，垃圾卡主死机,raw_cause:好啦，垃圾卡主死机,好啦，垃圾卡主死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:安全回路接地己好,raw_cause:安全回路接地己好,安全回路接地己好,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:安全回路断开,raw_cause:安全回路断开,安全回路断开,,raw_fault_text,原始故障文本,,local:xlsx,,104,,,,#f59e0b,6
raw_cause:安全触板不良和97接触器,raw_cause:安全触板不良和97接触器,安全触板不良和97接触器,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:安全触板复位不好，门关不上,raw_cause:安全触板复位不好，门关不上,安全触板复位不好，门关不上,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:安全触板，光幕等防夹人装置无效,raw_cause:安全触板，光幕等防夹人装置无效,安全触板，光幕等防夹人装置无效,,raw_fault_text,原始故障文本,,local:xlsx,,2,,,,#f59e0b,6
raw_cause:安全钳开关动作,raw_cause:安全钳开关动作,安全钳开关动作,,raw_fault_text,原始故障文本,,local:xlsx,,6,,,,#f59e0b,6
raw_cause:安全门开关不良,raw_cause:安全门开关不良,安全门开关不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:安全门被施工工人撬开了 现已全部加固,raw_cause:安全门被施工工人撬开了 现已全部加固,安全门被施工工人撬开了 现已全部加固,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:客户 装修卡门,raw_cause:客户 装修卡门,客户 装修卡门,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:对调门机板 运行观察,raw_cause:对调门机板 运行观察,对调门机板 运行观察,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:层门吊高没间距擦地坎了。已经调整好了。,raw_cause:层门吊高没间距擦地坎了。已经调整好了。,层门吊高没间距擦地坎了。已经调整好了。,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:工程部在修监控探头门关上打不开了,raw_cause:工程部在修监控探头门关上打不开了,工程部在修监控探头门关上打不开了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复 故障原因厅门自闭不良,raw_cause:己修复 故障原因厅门自闭不良,己修复 故障原因厅门自闭不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复厅门不通,raw_cause:己修复厅门不通,己修复厅门不通,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复地坎变形滑块卡住了开门不顺,raw_cause:己修复地坎变形滑块卡住了开门不顺,己修复地坎变形滑块卡住了开门不顺,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复垃货挡门死机了,raw_cause:己修复垃货挡门死机了,己修复垃货挡门死机了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复装修厅门卡石子,raw_cause:己修复装修厅门卡石子,己修复装修厅门卡石子,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复，厅门锁不良,raw_cause:己修复，厅门锁不良,己修复，厅门锁不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己修复，地坎有异物卡住,raw_cause:己修复，地坎有异物卡住,己修复，地坎有异物卡住,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:己好关门超时死机,raw_cause:己好关门超时死机,己好关门超时死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,2,0.002421307506053269,,,#f59e0b,6
raw_cause:己好因10楼厅门锁打板调整不良导致厅门锁卡住厅门不通电梯不运行,raw_cause:己好因10楼厅门锁打板调整不良导致厅门锁卡住厅门不通电梯不运行,己好因10楼厅门锁打板调整不良导致厅门锁卡住厅门不通电梯不运行,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:已修复，档门太久死机了,raw_cause:已修复，档门太久死机了,已修复，档门太久死机了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,3,0.0036319612590799033,,,#f59e0b,6
raw_cause:平层感应器失效,raw_cause:平层感应器失效,平层感应器失效,,raw_fault_text,原始故障文本,,local:xlsx,,49,,,,#f59e0b,6
raw_cause:平衡系数不在标准范围内,raw_cause:平衡系数不在标准范围内,平衡系数不在标准范围内,,raw_fault_text,原始故障文本,,local:xlsx,,3,,,,#f59e0b,6
raw_cause:广告纸挡门，已正常,raw_cause:广告纸挡门，已正常,广告纸挡门，已正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:广电光幕不良已搞好。,raw_cause:广电光幕不良已搞好。,广电光幕不良已搞好。,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:建筑垃圾卡门死机，另外一台是正常的,raw_cause:建筑垃圾卡门死机，另外一台是正常的,建筑垃圾卡门死机，另外一台是正常的,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:开关门到底开关同时动作故障 导致死机保护 已处理,raw_cause:开关门到底开关同时动作故障 导致死机保护 已处理,开关门到底开关同时动作故障 导致死机保护 已处理,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:开关门受阻死机，清理地坎垃圾，电梯已恢复正常，使用环境不良,raw_cause:开关门受阻死机，清理地坎垃圾，电梯已恢复正常，使用环境不良,开关门受阻死机，清理地坎垃圾，电梯已恢复正常，使用环境不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:开关门堵死,raw_cause:开关门堵死,开关门堵死,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,3,0.0036319612590799033,,,#f59e0b,6
raw_cause:开关门堵死 修复,raw_cause:开关门堵死 修复,开关门堵死 修复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,2,0.0012106537530266344,,,#f59e0b,6
raw_cause:开关门堵死故障 修复,raw_cause:开关门堵死故障 修复,开关门堵死故障 修复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:开门死机,raw_cause:开门死机,开门死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:开门终端开关有污垢接触不好，导致电梯不关门，已处理待观察一下,raw_cause:开门终端开关有污垢接触不好，导致电梯不关门，已处理待观察一下,开门终端开关有污垢接触不好，导致电梯不关门，已处理待观察一下,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:开门限位开关松动接触不良.已调整,raw_cause:开门限位开关松动接触不良.已调整,开门限位开关松动接触不良.已调整,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:张紧轮开关动作,raw_cause:张紧轮开关动作,张紧轮开关动作,,raw_fault_text,原始故障文本,,local:xlsx,,22,,,,#f59e0b,6
raw_cause:很多泥沙卡住厅门地坎,raw_cause:很多泥沙卡住厅门地坎,很多泥沙卡住厅门地坎,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:恢复正常，一楼主触点氧化,raw_cause:恢复正常，一楼主触点氧化,恢复正常，一楼主触点氧化,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:感应器坏了停梯,raw_cause:感应器坏了停梯,感应器坏了停梯,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:扫帚卡住轿门已修复,raw_cause:扫帚卡住轿门已修复,扫帚卡住轿门已修复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:扶梯好了，扶手带入口开关打了,raw_cause:扶梯好了，扶手带入口开关打了,扶梯好了，扶手带入口开关打了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:报门机故障死机了,raw_cause:报门机故障死机了,报门机故障死机了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:拉货挡门死机,raw_cause:拉货挡门死机,拉货挡门死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:按钮卡住了,raw_cause:按钮卡住了,按钮卡住了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门 死机,raw_cause:挡门 死机,挡门 死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门保护,raw_cause:挡门保护,挡门保护,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,2,0.002421307506053269,,,#f59e0b,6
raw_cause:挡门太久死机了，较内照明不良，空开坏了，,raw_cause:挡门太久死机了，较内照明不良，空开坏了，,挡门太久死机了，较内照明不良，空开坏了，,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门时间太长死机了.已修复,raw_cause:挡门时间太长死机了.已修复,挡门时间太长死机了.已修复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门时间过长电梯死机,raw_cause:挡门时间过长电梯死机,挡门时间过长电梯死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门时间长保护,raw_cause:挡门时间长保护,挡门时间长保护,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门死机,raw_cause:挡门死机,挡门死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,16,0.01937046004842615,,,#f59e0b,6
raw_cause:挡门死机 已恢复正常,raw_cause:挡门死机 已恢复正常,挡门死机 已恢复正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门死机。,raw_cause:挡门死机。,挡门死机。,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门死机已恢复,raw_cause:挡门死机已恢复,挡门死机已恢复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门死机，厅轿门系统,raw_cause:挡门死机，厅轿门系统,挡门死机，厅轿门系统,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门死机，已修复,raw_cause:挡门死机，已修复,挡门死机，已修复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门死机，已修复，现已正常,raw_cause:挡门死机，已修复，现已正常,挡门死机，已修复，现已正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:挡门超时,raw_cause:挡门超时,挡门超时,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:换下限位,raw_cause:换下限位,换下限位,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:控制面板失效,raw_cause:控制面板失效,控制面板失效,,raw_fault_text,原始故障文本,,local:xlsx,,25,,,,#f59e0b,6
raw_cause:搬东西导致门机保护,raw_cause:搬东西导致门机保护,搬东西导致门机保护,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:搬货挡门,raw_cause:搬货挡门,搬货挡门,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:搬货档死机,raw_cause:搬货档死机,搬货档死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:故障原因光幕脏了,raw_cause:故障原因光幕脏了,故障原因光幕脏了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:故障原因门锁撞歪调整后正常,raw_cause:故障原因门锁撞歪调整后正常,故障原因门锁撞歪调整后正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:故障后自动恢复运行,raw_cause:故障后自动恢复运行,故障后自动恢复运行,,raw_fault_text,原始故障文本,,local:xlsx,,40,,,,#f59e0b,6
raw_cause:断电送电就好 厅门垃圾卡住,raw_cause:断电送电就好 厅门垃圾卡住,断电送电就好 厅门垃圾卡住,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:施工挡门死机,raw_cause:施工挡门死机,施工挡门死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:是有个矿泉水瓶挡着门了，导致门关不上,raw_cause:是有个矿泉水瓶挡着门了，导致门关不上,是有个矿泉水瓶挡着门了，导致门关不上,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:是用户挡住电梯门了,raw_cause:是用户挡住电梯门了,是用户挡住电梯门了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:曳引机缺油或油量过多,raw_cause:曳引机缺油或油量过多,曳引机缺油或油量过多,,raw_fault_text,原始故障文本,,local:xlsx,,1,,,,#f59e0b,6
raw_cause:更换光幕已经恢复,raw_cause:更换光幕已经恢复,更换光幕已经恢复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:更换厅门滑块,raw_cause:更换厅门滑块,更换厅门滑块,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:更换底坑开关,raw_cause:更换底坑开关,更换底坑开关,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:更换滚轮导靴已恢复运行,raw_cause:更换滚轮导靴已恢复运行,更换滚轮导靴已恢复运行,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:机房温度过高，电气控制系统自动保护,raw_cause:机房温度过高，电气控制系统自动保护,机房温度过高，电气控制系统自动保护,,raw_fault_text,原始故障文本,,local:xlsx,,23,,,,#f59e0b,6
raw_cause:机房盘车轮开关接触不好.已修复,raw_cause:机房盘车轮开关接触不好.已修复,机房盘车轮开关接触不好.已修复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:机械故障，门挂轮坏，等配件。,raw_cause:机械故障，门挂轮坏，等配件。,机械故障，门挂轮坏，等配件。,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:极限开关、急停开关、维修开关等传感器失效,raw_cause:极限开关、急停开关、维修开关等传感器失效,极限开关、急停开关、维修开关等传感器失效,,raw_fault_text,原始故障文本,,local:xlsx,,16,,,,#f59e0b,6
raw_cause:查19层厅门三角锁打板石子卡住引起重复开关门保护，己处理正常,raw_cause:查19层厅门三角锁打板石子卡住引起重复开关门保护，己处理正常,查19层厅门三角锁打板石子卡住引起重复开关门保护，己处理正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:查光幕无效不良引起门机故障保护，现拍打光幕条后有正常了。微科光幕的通病,raw_cause:查光幕无效不良引起门机故障保护，现拍打光幕条后有正常了。微科光幕的通病,查光幕无效不良引起门机故障保护，现拍打光幕条后有正常了。微科光幕的通病,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:查轿门关门到底开关接触不好引起保护，己正常,raw_cause:查轿门关门到底开关接触不好引起保护，己正常,查轿门关门到底开关接触不好引起保护，己正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:查门刀有点变形引起门关不到底，暂用，需更新,raw_cause:查门刀有点变形引起门关不到底，暂用，需更新,查门刀有点变形引起门关不到底，暂用，需更新,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:档门太久死机,raw_cause:档门太久死机,档门太久死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:档门太久死机了,raw_cause:档门太久死机了,档门太久死机了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,2,0.002421307506053269,,,#f59e0b,6
raw_cause:楼厅门线奶嘴未压紧 厅门回路对地,raw_cause:楼厅门线奶嘴未压紧 厅门回路对地,楼厅门线奶嘴未压紧 厅门回路对地,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:楼层门吊高没间距擦地坎了。已经调整好了。,raw_cause:楼层门吊高没间距擦地坎了。已经调整好了。,楼层门吊高没间距擦地坎了。已经调整好了。,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:死机,raw_cause:死机,死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,13,0.015738498789346248,,,#f59e0b,6
raw_cause:死机重启正常,raw_cause:死机重启正常,死机重启正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,5,0.004842615012106538,,,#f59e0b,6
raw_cause:没有故障钥匙重新开启,raw_cause:没有故障钥匙重新开启,没有故障钥匙重新开启,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
"raw_cause:泊梯锁被他们搞坏了,后续要更换","raw_cause:泊梯锁被他们搞坏了,后续要更换","泊梯锁被他们搞坏了,后续要更换",,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:消防开关失效,raw_cause:消防开关失效,消防开关失效,,raw_fault_text,原始故障文本,,local:xlsx,,1,,,,#f59e0b,6
raw_cause:滑块被撞出滑槽，己恢复,raw_cause:滑块被撞出滑槽，己恢复,滑块被撞出滑槽，己恢复,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,2,0.002421307506053269,,,#f59e0b,6
raw_cause:滑槽有异物,raw_cause:滑槽有异物,滑槽有异物,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:生活垃圾导致开关门受阻，电梯停止运行,raw_cause:生活垃圾导致开关门受阻，电梯停止运行,生活垃圾导致开关门受阻，电梯停止运行,,raw_fault_text,原始故障文本,,local:xlsx,,328,,,,#f59e0b,6
raw_cause:电动机失效,raw_cause:电动机失效,电动机失效,,raw_fault_text,原始故障文本,,local:xlsx,,1,,,,#f59e0b,6
raw_cause:电梯 已恢复正常运行，厅门地坎垃圾太多电梯保护了,raw_cause:电梯 已恢复正常运行，厅门地坎垃圾太多电梯保护了,电梯 已恢复正常运行，厅门地坎垃圾太多电梯保护了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯-1楼保护门板挡轿门死机,raw_cause:电梯-1楼保护门板挡轿门死机,电梯-1楼保护门板挡轿门死机,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯13层厅门幅开关压量调整不良，已调整好了,raw_cause:电梯13层厅门幅开关压量调整不良，已调整好了,电梯13层厅门幅开关压量调整不良，已调整好了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯保护了，已正常,raw_cause:电梯保护了，已正常,电梯保护了，已正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯停梯，门机板坏了，礼拜一带用户确认,raw_cause:电梯停梯，门机板坏了，礼拜一带用户确认,电梯停梯，门机板坏了，礼拜一带用户确认,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯光幕挡太久保护了，已修复较内无工号,raw_cause:电梯光幕挡太久保护了，已修复较内无工号,电梯光幕挡太久保护了，已修复较内无工号,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯到现场物业兄弟已经修好了，门导轨有灰，他给我刮干净了,raw_cause:电梯到现场物业兄弟已经修好了，门导轨有灰，他给我刮干净了,电梯到现场物业兄弟已经修好了，门导轨有灰，他给我刮干净了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,2,0.002421307506053269,,,#f59e0b,6
raw_cause:电梯厅门回路不通，检查6层厅门副开关调整不良,raw_cause:电梯厅门回路不通，检查6层厅门副开关调整不良,电梯厅门回路不通，检查6层厅门副开关调整不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在12层轿门垃圾卡住了，已处理好了,raw_cause:电梯在12层轿门垃圾卡住了，已处理好了,电梯在12层轿门垃圾卡住了，已处理好了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在1层光幕动作了，测门宽，检查光幕线，待观察,raw_cause:电梯在1层光幕动作了，测门宽，检查光幕线，待观察,电梯在1层光幕动作了，测门宽，检查光幕线，待观察,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在1层厅门垃圾卡住了 已处理好了 厅门系统用户使用不良,raw_cause:电梯在1层厅门垃圾卡住了 已处理好了 厅门系统用户使用不良,电梯在1层厅门垃圾卡住了 已处理好了 厅门系统用户使用不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在33层厅门垃圾卡住了，已处理好了,raw_cause:电梯在33层厅门垃圾卡住了，已处理好了,电梯在33层厅门垃圾卡住了，已处理好了,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在3层厅门地坎垃圾卡死了，已清理好了，厅门系统用户使用不环境不良,raw_cause:电梯在3层厅门地坎垃圾卡死了，已清理好了，厅门系统用户使用不环境不良,电梯在3层厅门地坎垃圾卡死了，已清理好了，厅门系统用户使用不环境不良,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在5层光幕动作了，检查光幕线测门宽，待观察,raw_cause:电梯在5层光幕动作了，检查光幕线测门宽，待观察,电梯在5层光幕动作了，检查光幕线测门宽，待观察,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯在运行过程中出现的停电,raw_cause:电梯在运行过程中出现的停电,电梯在运行过程中出现的停电,,raw_fault_text,原始故障文本,,local:xlsx,,78,,,,#f59e0b,6
raw_cause:电梯好了。关门超时死机故障已恢复正常,raw_cause:电梯好了。关门超时死机故障已恢复正常,电梯好了。关门超时死机故障已恢复正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯好了。堵门死机已恢复正常,raw_cause:电梯好了。堵门死机已恢复正常,电梯好了。堵门死机已恢复正常,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯好了厅门回路虚接-1层副触点开关压量不够 未使用材料,raw_cause:电梯好了厅门回路虚接-1层副触点开关压量不够 未使用材料,电梯好了厅门回路虚接-1层副触点开关压量不够 未使用材料,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯好了厅门自闭不好，吊高不够,raw_cause:电梯好了厅门自闭不好，吊高不够,电梯好了厅门自闭不好，吊高不够,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
raw_cause:电梯好了打消防开电梯,raw_cause:电梯好了打消防开电梯,电梯好了打消防开电梯,,raw_fault_text,原始故障文本,,local:fau_rep.xls,,1,0.0012106537530266344,,,#f59e0b,6
