id,label,name,name_en,kind,kind_zh,description,source,source_url,count,weight,trapped_people,rescue_minutes,color,size
work_order:JS202111020124,work_order:JS202111020124,工单 JS202111020124,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,23.0,#64748b,5
work_order:JS202111030108,work_order:JS202111030108,工单 JS202111030108,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,2.0,#64748b,5
work_order:JS202111040020,work_order:JS202111040020,工单 JS202111040020,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202111040110,work_order:JS202111040110,工单 JS202111040110,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202111050009,work_order:JS202111050009,工单 JS202111050009,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202111050089,work_order:JS202111050089,工单 JS202111050089,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,9,23.0,#64748b,5
work_order:JS202111050093,work_order:JS202111050093,工单 JS202111050093,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,17.0,#64748b,5
work_order:JS202111080076,work_order:JS202111080076,工单 JS202111080076,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202111090162,work_order:JS202111090162,工单 JS202111090162,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202111090169,work_order:JS202111090169,工单 JS202111090169,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,7.0,#64748b,5
work_order:JS202111090207,work_order:JS202111090207,工单 JS202111090207,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,22.0,#64748b,5
work_order:JS202111100039,work_order:JS202111100039,工单 JS202111100039,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,10.0,#64748b,5
work_order:JS202111100154,work_order:JS202111100154,工单 JS202111100154,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,5.0,#64748b,5
work_order:JS202111100177,work_order:JS202111100177,工单 JS202111100177,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,23.0,#64748b,5
work_order:JS202111110035,work_order:JS202111110035,工单 JS202111110035,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202111110081,work_order:JS202111110081,工单 JS202111110081,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202111120153,work_order:JS202111120153,工单 JS202111120153,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202111130071,work_order:JS202111130071,工单 JS202111130071,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202111130083,work_order:JS202111130083,工单 JS202111130083,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202111130089,work_order:JS202111130089,工单 JS202111130089,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,23.0,#64748b,5
work_order:JS202111150142,work_order:JS202111150142,工单 JS202111150142,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,22.0,#64748b,5
work_order:JS202111170117,work_order:JS202111170117,工单 JS202111170117,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,7.0,#64748b,5
work_order:JS202111180015,work_order:JS202111180015,工单 JS202111180015,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202111190114,work_order:JS202111190114,工单 JS202111190114,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,7.0,#64748b,5
work_order:JS202111200125,work_order:JS202111200125,工单 JS202111200125,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202111220017,work_order:JS202111220017,工单 JS202111220017,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202111220048,work_order:JS202111220048,工单 JS202111220048,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202111220072,work_order:JS202111220072,工单 JS202111220072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202111240036,work_order:JS202111240036,工单 JS202111240036,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202111240076,work_order:JS202111240076,工单 JS202111240076,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202111250061,work_order:JS202111250061,工单 JS202111250061,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202111260029,work_order:JS202111260029,工单 JS202111260029,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202111260128,work_order:JS202111260128,工单 JS202111260128,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,20.0,#64748b,5
work_order:JS202111270092,work_order:JS202111270092,工单 JS202111270092,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202111270120,work_order:JS202111270120,工单 JS202111270120,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,5.0,#64748b,5
work_order:JS202111270134,work_order:JS202111270134,工单 JS202111270134,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202111280016,work_order:JS202111280016,工单 JS202111280016,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,20.0,#64748b,5
work_order:JS202111300023,work_order:JS202111300023,工单 JS202111300023,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202111300038,work_order:JS202111300038,工单 JS202111300038,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,26.0,#64748b,5
work_order:JS202111300098,work_order:JS202111300098,工单 JS202111300098,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202111300133,work_order:JS202111300133,工单 JS202111300133,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202112010184,work_order:JS202112010184,工单 JS202112010184,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202112020181,work_order:JS202112020181,工单 JS202112020181,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,7.0,#64748b,5
work_order:JS202112050057,work_order:JS202112050057,工单 JS202112050057,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202112060023,work_order:JS202112060023,工单 JS202112060023,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202112060095,work_order:JS202112060095,工单 JS202112060095,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202112060112,work_order:JS202112060112,工单 JS202112060112,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202112080093,work_order:JS202112080093,工单 JS202112080093,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202112080119,work_order:JS202112080119,工单 JS202112080119,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202112090028,work_order:JS202112090028,工单 JS202112090028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202112090094,work_order:JS202112090094,工单 JS202112090094,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202112100097,work_order:JS202112100097,工单 JS202112100097,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202112110055,work_order:JS202112110055,工单 JS202112110055,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202112120001,work_order:JS202112120001,工单 JS202112120001,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202112120006,work_order:JS202112120006,工单 JS202112120006,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202112130045,work_order:JS202112130045,工单 JS202112130045,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,24.0,#64748b,5
work_order:JS202112140059,work_order:JS202112140059,工单 JS202112140059,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202112140066,work_order:JS202112140066,工单 JS202112140066,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202112140118,work_order:JS202112140118,工单 JS202112140118,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,20.0,#64748b,5
work_order:JS202112150042,work_order:JS202112150042,工单 JS202112150042,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202112150111,work_order:JS202112150111,工单 JS202112150111,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,11.0,#64748b,5
work_order:JS202112180120,work_order:JS202112180120,工单 JS202112180120,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202112180188,work_order:JS202112180188,工单 JS202112180188,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,13.0,#64748b,5
work_order:JS202112190033,work_order:JS202112190033,工单 JS202112190033,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202112190156,work_order:JS202112190156,工单 JS202112190156,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202112190173,work_order:JS202112190173,工单 JS202112190173,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,24.0,#64748b,5
work_order:JS202112200119,work_order:JS202112200119,工单 JS202112200119,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,20.0,#64748b,5
work_order:JS202112230073,work_order:JS202112230073,工单 JS202112230073,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202112240004,work_order:JS202112240004,工单 JS202112240004,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202112240051,work_order:JS202112240051,工单 JS202112240051,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202112240136,work_order:JS202112240136,工单 JS202112240136,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202112250055,work_order:JS202112250055,工单 JS202112250055,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202112250080,work_order:JS202112250080,工单 JS202112250080,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202112250170,work_order:JS202112250170,工单 JS202112250170,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202112260281,work_order:JS202112260281,工单 JS202112260281,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202112270060,work_order:JS202112270060,工单 JS202112270060,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,5.0,#64748b,5
work_order:JS202112280059,work_order:JS202112280059,工单 JS202112280059,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202112290005,work_order:JS202112290005,工单 JS202112290005,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202112290031,work_order:JS202112290031,工单 JS202112290031,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202112290076,work_order:JS202112290076,工单 JS202112290076,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,17.0,#64748b,5
work_order:JS202112290084,work_order:JS202112290084,工单 JS202112290084,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202112300023,work_order:JS202112300023,工单 JS202112300023,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202112300072,work_order:JS202112300072,工单 JS202112300072,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202112300078,work_order:JS202112300078,工单 JS202112300078,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202201020073,work_order:JS202201020073,工单 JS202201020073,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202201020090,work_order:JS202201020090,工单 JS202201020090,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202201030116,work_order:JS202201030116,工单 JS202201030116,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,3.0,#64748b,5
work_order:JS202201040013,work_order:JS202201040013,工单 JS202201040013,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202201040025,work_order:JS202201040025,工单 JS202201040025,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,28.0,#64748b,5
work_order:JS202201040090,work_order:JS202201040090,工单 JS202201040090,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,29.0,#64748b,5
work_order:JS202201040110,work_order:JS202201040110,工单 JS202201040110,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,13.0,#64748b,5
work_order:JS202201050080,work_order:JS202201050080,工单 JS202201050080,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,22.0,#64748b,5
work_order:JS202201050121,work_order:JS202201050121,工单 JS202201050121,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,6.0,#64748b,5
work_order:JS202201060105,work_order:JS202201060105,工单 JS202201060105,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,24.0,#64748b,5
work_order:JS202201070051,work_order:JS202201070051,工单 JS202201070051,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202201070063,work_order:JS202201070063,工单 JS202201070063,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202201080002,work_order:JS202201080002,工单 JS202201080002,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,10,,#64748b,5
work_order:JS202201080044,work_order:JS202201080044,工单 JS202201080044,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202201080080,work_order:JS202201080080,工单 JS202201080080,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202201120005,work_order:JS202201120005,工单 JS202201120005,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202201120074,work_order:JS202201120074,工单 JS202201120074,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202201140068,work_order:JS202201140068,工单 JS202201140068,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,4.0,#64748b,5
work_order:JS202201150039,work_order:JS202201150039,工单 JS202201150039,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202201180071,work_order:JS202201180071,工单 JS202201180071,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202201190082,work_order:JS202201190082,工单 JS202201190082,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1.0,#64748b,5
work_order:JS202201190115,work_order:JS202201190115,工单 JS202201190115,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,22.0,#64748b,5
work_order:JS202201210123,work_order:JS202201210123,工单 JS202201210123,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,10.0,#64748b,5
work_order:JS202201230070,work_order:JS202201230070,工单 JS202201230070,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202201260027,work_order:JS202201260027,工单 JS202201260027,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202201290039,work_order:JS202201290039,工单 JS202201290039,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202201290090,work_order:JS202201290090,工单 JS202201290090,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202202020042,work_order:JS202202020042,工单 JS202202020042,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202202040043,work_order:JS202202040043,工单 JS202202040043,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202202080008,work_order:JS202202080008,工单 JS202202080008,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,0.0,#64748b,5
work_order:JS202202080056,work_order:JS202202080056,工单 JS202202080056,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,21.0,#64748b,5
work_order:JS202202080109,work_order:JS202202080109,工单 JS202202080109,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,5,8.0,#64748b,5
work_order:JS202202090006,work_order:JS202202090006,工单 JS202202090006,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202202090012,work_order:JS202202090012,工单 JS202202090012,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,0.0,#64748b,5
work_order:JS202202090046,work_order:JS202202090046,工单 JS202202090046,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202202090092,work_order:JS202202090092,工单 JS202202090092,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202202100046,work_order:JS202202100046,工单 JS202202100046,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,3.0,#64748b,5
work_order:JS202202100084,work_order:JS202202100084,工单 JS202202100084,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,3.0,#64748b,5
work_order:JS202202120028,work_order:JS202202120028,工单 JS202202120028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202202130034,work_order:JS202202130034,工单 JS202202130034,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,7,25.0,#64748b,5
work_order:JS202202140059,work_order:JS202202140059,工单 JS202202140059,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,24.0,#64748b,5
work_order:JS202202140070,work_order:JS202202140070,工单 JS202202140070,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,2.0,#64748b,5
work_order:JS202202140081,work_order:JS202202140081,工单 JS202202140081,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,9,25.0,#64748b,5
work_order:JS202202160036,work_order:JS202202160036,工单 JS202202160036,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202202160063,work_order:JS202202160063,工单 JS202202160063,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202202170079,work_order:JS202202170079,工单 JS202202170079,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202202170080,work_order:JS202202170080,工单 JS202202170080,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202202170081,work_order:JS202202170081,工单 JS202202170081,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202202170120,work_order:JS202202170120,工单 JS202202170120,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,4,13.0,#64748b,5
work_order:JS202202190041,work_order:JS202202190041,工单 JS202202190041,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,3.0,#64748b,5
work_order:JS202202200087,work_order:JS202202200087,工单 JS202202200087,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,8,12.0,#64748b,5
work_order:JS202202210041,work_order:JS202202210041,工单 JS202202210041,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202202210054,work_order:JS202202210054,工单 JS202202210054,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,26.0,#64748b,5
work_order:JS202202210070,work_order:JS202202210070,工单 JS202202210070,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,9.0,#64748b,5
work_order:JS202202220028,work_order:JS202202220028,工单 JS202202220028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,0.0,#64748b,5
work_order:JS202202220062,work_order:JS202202220062,工单 JS202202220062,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,0.0,#64748b,5
work_order:JS202202220100,work_order:JS202202220100,工单 JS202202220100,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202202230060,work_order:JS202202230060,工单 JS202202230060,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,3,2.0,#64748b,5
work_order:JS202202240083,work_order:JS202202240083,工单 JS202202240083,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,12.0,#64748b,5
work_order:JS202202250086,work_order:JS202202250086,工单 JS202202250086,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202202260013,work_order:JS202202260013,工单 JS202202260013,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202202260133,work_order:JS202202260133,工单 JS202202260133,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202202270105,work_order:JS202202270105,工单 JS202202270105,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,6.0,#64748b,5
work_order:JS202202280155,work_order:JS202202280155,工单 JS202202280155,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,35.0,#64748b,5
work_order:JS202203010078,work_order:JS202203010078,工单 JS202203010078,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,1.0,#64748b,5
work_order:JS202203020076,work_order:JS202203020076,工单 JS202203020076,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,18.0,#64748b,5
work_order:JS202203030013,work_order:JS202203030013,工单 JS202203030013,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202203040018,work_order:JS202203040018,工单 JS202203040018,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202203040103,work_order:JS202203040103,工单 JS202203040103,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,22.0,#64748b,5
work_order:JS202203050053,work_order:JS202203050053,工单 JS202203050053,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202203050098,work_order:JS202203050098,工单 JS202203050098,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,2.0,#64748b,5
work_order:JS202203050100,work_order:JS202203050100,工单 JS202203050100,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202203070028,work_order:JS202203070028,工单 JS202203070028,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,14.0,#64748b,5
work_order:JS202203080009,work_order:JS202203080009,工单 JS202203080009,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,4.0,#64748b,5
work_order:JS202203080102,work_order:JS202203080102,工单 JS202203080102,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,10.0,#64748b,5
work_order:JS202203090012,work_order:JS202203090012,工单 JS202203090012,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,16.0,#64748b,5
work_order:JS202203100010,work_order:JS202203100010,工单 JS202203100010,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,-13.0,#64748b,5
work_order:JS202203100083,work_order:JS202203100083,工单 JS202203100083,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,11.0,#64748b,5
work_order:JS202203100123,work_order:JS202203100123,工单 JS202203100123,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202203110122,work_order:JS202203110122,工单 JS202203110122,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,2,17.0,#64748b,5
work_order:JS202203120073,work_order:JS202203120073,工单 JS202203120073,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,19.0,#64748b,5
work_order:JS202203130007,work_order:JS202203130007,工单 JS202203130007,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,13.0,#64748b,5
work_order:JS202203160033,work_order:JS202203160033,工单 JS202203160033,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,7.0,#64748b,5
work_order:JS202203160076,work_order:JS202203160076,工单 JS202203160076,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,5.0,#64748b,5
work_order:JS202203180101,work_order:JS202203180101,工单 JS202203180101,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,15.0,#64748b,5
work_order:JS202203200066,work_order:JS202203200066,工单 JS202203200066,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,17.0,#64748b,5
work_order:JS202203210068,work_order:JS202203210068,工单 JS202203210068,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,8.0,#64748b,5
work_order:JS202203220073,work_order:JS202203220073,工单 JS202203220073,,work_order,救援工单,,local:2025年200台电梯困人工单数据.xlsx,,,,1,0.0,#64748b,5
