rank,node,score
1,Stripper Steam,0.19138533735
2,Reactor,0.163136952149
3,Stream 1,0.160806393598
4,Stripper,0.155239645718
5,Condenser,0.153729218957
6,Stream 4,0.149590569914
7,Separator,0.145919093198
8,Compressor,0.144619825172
9,Stream 6,0.137514450574
10,Stream 3,0.13718471875
