rank,node,score
1,Reactor,0.644328122205
2,Stream 13,0.633577399951
3,Condenser,0.623440600829
4,Stripper,0.599818029381
5,Separator,0.587070590099
6,Stream 11,0.564904906135
7,Stream 12,0.561847690827
8,Stream 10,0.557300231646
9,Stream 3,0.557062128684
10,Stream 6,0.556914443553
