rank,node,score
1,Stripper Steam,0.521627021248
2,Stripper,0.456236980445
3,Reactor,0.448169054085
4,Stream 4,0.432341972877
5,Condenser,0.421927827694
6,Separator,0.416792898066
7,Stream 10,0.414193799729
8,Stream 6,0.406206175983
9,Stream 11,0.402855320781
10,Stream 14,0.402343285902
