rank,node,score
1,x50,0.524946396207
2,x19,0.524132978939
3,x16,0.504695239772
4,x18,0.504084954851
5,x15,0.503434813954
6,x4,0.474042344751
7,x45,0.473963006334
8,x49,0.449741669747
9,x14,0.429658183622
10,x48,0.427153184619
