rank,node,score
1,x14,0.612970509486
2,x4,0.611919203074
3,x45,0.611646094571
4,x22,0.60895617314
5,x52,0.606632865628
6,x48,0.602952004263
7,x11,0.599820317582
8,x5,0.591718784317
9,x17,0.589538782915
10,x46,0.587596966995
