rank,node,score
1,Compressor,0.636022040429
2,Stream 8,0.578447449921
3,Stream 14,0.578309062688
4,Stream 5,0.578291392138
5,Stream 10,0.577386698624
6,Stream 13,0.577242217382
7,Stream 2,0.574024039953
8,Stream 11,0.573194635791
9,Separator,0.571385810854
10,Stream 4,0.57134822383
