rank,node,score
1,Stream 12,0.706264481908
2,x51,0.513190839927
3,Reactor,0.464682402876
4,x21,0.413924388824
5,Cooling Water,0.390169578512
6,x9,0.338038935201
7,x8,0.33201808955
8,x7,0.330059226114
9,x6,0.114861084299
10,x2,0.0904350949313
11,Stream 13,0.0882941444232
12,x28,0.0879659527756
13,x42,0.0862517195377
14,Stream 1,0.0860441393936
15,Condenser,0.0834576285345
16,x22,0.0788227389011
17,Stream 3,0.0787233580343
18,F,0.0769809092744
19,x52,0.0752042198939
20,x23,0.0747664546734
21,x25,0.0746855682991
22,x11,0.0737081655081
23,Separator,0.0728468403672
24,Stream 6,0.0727163215823
25,x27,0.0715977909984
