rank,node,score
1,Stream 4,0.62299255151
2,x24,0.620536182781
3,x23,0.59388349691
4,x25,0.591761078461
5,Stream 8,0.569973907866
6,Stream 14,0.5699297004
7,x31,0.569927524499
8,x4,0.569897800531
9,Stream 9,0.569639429491
10,x45,0.568384130289
11,Stream 1,0.565512756077
12,x30,0.565420759087
13,x8,0.565210872345
14,x7,0.564333410838
15,x29,0.564170591532
16,x9,0.563659213244
17,x27,0.557834615774
18,Stream 3,0.557731913577
19,Stream 7,0.555844285114
20,Stream 5,0.554857012917
21,x21,0.553816635109
22,B,0.552243675184
23,C,0.545513341943
24,A,0.544212361031
25,x52,0.542084742092
