rank,node,score
1,x46,0.771979034232
2,Compressor,0.731703651284
3,x5,0.73014380195
4,Stream 8,0.69457392388
5,x45,0.680253880861
6,x6,0.680091881203
7,x28,0.67995551931
8,x4,0.679597363422
9,x23,0.679578215835
10,x25,0.679552144754
11,x42,0.679472471494
12,x2,0.679021203378
13,A,0.678921850424
14,C,0.678407539968
15,Stream 6,0.676981636631
16,Stream 4,0.675094159828
17,Stream 1,0.673195591844
18,x16,0.671628542992
19,x18,0.670742208862
20,x39,0.670524625385
21,Stripper,0.669339493943
22,Stream 2,0.669014867911
23,x15,0.668891288495
24,Stream 5,0.668700622111
25,x52,0.666067324949
