rank,node,score
1,x24,0.620536182781
2,x23,0.59388349691
3,x25,0.591761078461
4,x31,0.569927524499
5,x4,0.569897800531
6,x45,0.568384130289
7,x30,0.565420759087
8,x8,0.565210872345
9,x7,0.564333410838
10,x29,0.564170591532
