rank,node,score
1,x22,0.669683722865
2,x52,0.652164525512
3,x11,0.598602569777
4,x48,0.569141754703
5,x45,0.562702255898
6,x5,0.562163902394
7,x4,0.561910676747
8,x25,0.561730841513
9,x2,0.561417710168
10,x42,0.559637620794
