rank,node,score
1,x22,0.669683722865
2,Stream 13,0.663212038223
3,x52,0.652164525512
4,Condenser,0.642464516413
5,Separator,0.601364869318
6,x11,0.598602569777
7,C,0.579011703549
8,x48,0.569141754703
9,A,0.568476329371
10,Stream 14,0.567144395252
11,Stream 10,0.564836227092
12,Stream 8,0.564692687328
13,x45,0.562702255898
14,x5,0.562163902394
15,x4,0.561910676747
16,x25,0.561730841513
17,x2,0.561417710168
18,Stream 5,0.561000080171
19,Stream 2,0.5609032133
20,x42,0.559637620794
21,x23,0.559534363303
22,Stream 4,0.55951569109
23,Stream 3,0.559447921212
24,x13,0.558427058533
25,x12,0.558418571198
