rank,node,score
1,Stream 8,0.720819416821
2,x52,0.720734438955
3,Stream 2,0.720724679656
4,x22,0.720614671989
5,x39,0.720532764695
6,x2,0.72039861844
7,Stream 13,0.720231597636
8,x42,0.718024513515
9,Stream 3,0.717935091042
10,x26,0.716980367242
11,x28,0.714097592289
12,Stream 5,0.713541470119
13,x25,0.713420428332
14,Stream 4,0.712374488522
15,x23,0.712177180922
16,C,0.710934375317
17,Stream 14,0.70803823008
18,x16,0.707942315928
19,A,0.70790986642
20,x18,0.707597675315
21,x27,0.707220970947
22,F,0.706902114514
23,x49,0.706180488488
24,x5,0.705417933632
25,x15,0.705397847821
