rank,node,score
1,Stream 12,0.701069315759
2,x51,0.61815426767
3,Reactor,0.584356892069
4,x21,0.528315560764
5,x9,0.478452664492
6,x8,0.471343428156
7,x7,0.468226961558
8,Cooling Water,0.436607234749
9,x6,0.291875581199
10,F,0.27832935896
11,Condenser,0.27576562944
12,x2,0.275183196636
13,x28,0.274355465434
14,x42,0.272612395334
15,C,0.271240680034
16,Stripper,0.270164192171
17,D,0.2698905921
18,Stream 3,0.268905905593
19,A,0.268674416055
20,Stream 2,0.267883251657
21,Stream 1,0.266262779989
22,x49,0.26545124014
23,Separator,0.265222740236
24,E,0.264336332417
25,x16,0.263748555794
