rank,node,score
1,Stream 2,0.682953715354
2,Stream 8,0.679625039919
3,Stripper,0.679411591148
4,Stream 3,0.676097478811
5,Stream 4,0.673575596743
6,Stream 5,0.671753124776
7,Stream 6,0.671189048857
8,Stream 13,0.662105102608
9,Stream 1,0.660115068961
10,Stream 14,0.658893514048
