rank,node,score
1,Condenser,0.640682371284
2,Stream 13,0.639876115554
3,x22,0.638408018486
4,x52,0.635591236376
5,Reactor,0.590348974545
6,x8,0.59020666219
7,x4,0.590187666075
8,x42,0.590177348161
9,Stream 4,0.590082957915
10,D,0.589748804272
11,x38,0.589641776629
12,x11,0.589412621397
13,x2,0.589172925743
14,x9,0.588082439102
15,Stripper Steam,0.588034255676
16,x45,0.587666324238
17,Stream 3,0.585300173885
18,x7,0.585167924229
19,x37,0.583825480974
20,Stream 2,0.582393264143
21,C,0.582197024285
22,x3,0.581673816954
23,x26,0.581306805962
24,Stripper,0.581016958034
25,Separator,0.58098040193
