rank,node,score
1,Stream 12,0.642557385474
2,x51,0.501431909785
3,Reactor,0.44105103255
4,x21,0.390346881822
5,Cooling Water,0.362211443257
6,x9,0.32858508153
7,x8,0.327896188315
8,x7,0.325867923069
9,x6,0.149674637181
10,x28,0.128119041343
11,Stream 1,0.126690673185
12,Stream 13,0.121258834203
13,Stream 3,0.119948457571
14,x23,0.119267332426
15,x25,0.118555693834
16,F,0.117370946256
17,Condenser,0.116243033403
18,Stream 6,0.114633163293
19,Stream 8,0.114573975537
20,x2,0.113931599169
21,x27,0.113235646105
22,x42,0.113160461258
23,C,0.112513846998
24,Stream 2,0.112108364683
25,x22,0.111832631055
